"OID","Country or Area","Year","Description","Magnitude","Value"
"122a623.GG...","AUSTRIA","2003","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"122a6304GG...","AUSTRIA","2003","LOANS","NATL CURRENCY","24403000000"
"122a6204GG...","AUSTRIA","2003","LOANS","NATL CURRENCY","30961000000"
"122a63..GG...","AUSTRIA","2003","LIABILITIES","NATL CURRENCY","159142000000"
"122a6306GG...","AUSTRIA","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6206GG...","AUSTRIA","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6M35GG...","AUSTRIA","2003","GROSS DEBT AT FACE VALUE","NATL CURRENCY","146300000000"
"122a6307GG...","AUSTRIA","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a6207GG...","AUSTRIA","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a62..GG...","AUSTRIA","2003","FINANCIAL ASSETS","NATL CURRENCY","78549000000"
"122a6302GG...","AUSTRIA","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","0"
"122a6202GG...","AUSTRIA","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","10418000000"
"122a6305GG...","AUSTRIA","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"122a6205GG...","AUSTRIA","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","28428000000"
"122a6203GG...","AUSTRIA","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","6268000000"
"122a6303GG...","AUSTRIA","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","130096000000"
"122a6208GG...","AUSTRIA","2002","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","1757000000"
"122a6308GG...","AUSTRIA","2002","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3066000000"
"122a6M2.GG...","AUSTRIA","2002","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-81179000000"
"122a623.GG...","AUSTRIA","2002","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"122a6304GG...","AUSTRIA","2002","LOANS","NATL CURRENCY","26823000000"
"122a6204GG...","AUSTRIA","2002","LOANS","NATL CURRENCY","31403000000"
"122a63..GG...","AUSTRIA","2002","LIABILITIES","NATL CURRENCY","159985000000"
"122a6306GG...","AUSTRIA","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6206GG...","AUSTRIA","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6M35GG...","AUSTRIA","2002","GROSS DEBT AT FACE VALUE","NATL CURRENCY","145434000000"
"122a6307GG...","AUSTRIA","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a6207GG...","AUSTRIA","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a62..GG...","AUSTRIA","2002","FINANCIAL ASSETS","NATL CURRENCY","78806000000"
"122a6302GG...","AUSTRIA","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","0"
"122a6202GG...","AUSTRIA","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","10950000000"
"122a6305GG...","AUSTRIA","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"122a6205GG...","AUSTRIA","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","28181000000"
"122a6203GG...","AUSTRIA","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","2259000000"
"122a6303GG...","AUSTRIA","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","120767000000"
"122a6208GG...","AUSTRIA","2001","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","1363000000"
"122a6308GG...","AUSTRIA","2001","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","3096000000"
"122a6M2.GG...","AUSTRIA","2001","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-75690000000"
"122a623.GG...","AUSTRIA","2001","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"122a6304GG...","AUSTRIA","2001","LOANS","NATL CURRENCY","29297000000"
"122a6204GG...","AUSTRIA","2001","LOANS","NATL CURRENCY","33865000000"
"122a63..GG...","AUSTRIA","2001","LIABILITIES","NATL CURRENCY","153160000000"
"122a6306GG...","AUSTRIA","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6206GG...","AUSTRIA","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6M35GG...","AUSTRIA","2001","GROSS DEBT AT FACE VALUE","NATL CURRENCY","142598000000"
"122a6207GG...","AUSTRIA","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a6307GG...","AUSTRIA","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a62..GG...","AUSTRIA","2001","FINANCIAL ASSETS","NATL CURRENCY","77470000000"
"122a6302GG...","AUSTRIA","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","0"
"122a6202GG...","AUSTRIA","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","11802000000"
"122a6305GG...","AUSTRIA","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"122a6205GG...","AUSTRIA","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","27433000000"
"122a6203GG...","AUSTRIA","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","2264000000"
"122a6303GG...","AUSTRIA","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","115117000000"
"122a6208GG...","AUSTRIA","2000","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","1339000000"
"122a6308GG...","AUSTRIA","2000","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","2866000000"
"122a6M2.GG...","AUSTRIA","2000","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-72234000000"
"122a623.GG...","AUSTRIA","2000","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"122a6304GG...","AUSTRIA","2000","LOANS","NATL CURRENCY","29447000000"
"122a6204GG...","AUSTRIA","2000","LOANS","NATL CURRENCY","34863000000"
"122a63..GG...","AUSTRIA","2000","LIABILITIES","NATL CURRENCY","147430000000"
"122a6306GG...","AUSTRIA","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6206GG...","AUSTRIA","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6M35GG...","AUSTRIA","2000","GROSS DEBT AT FACE VALUE","NATL CURRENCY","138040000000"
"122a6207GG...","AUSTRIA","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a6307GG...","AUSTRIA","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a62..GG...","AUSTRIA","2000","FINANCIAL ASSETS","NATL CURRENCY","75196000000"
"122a6302GG...","AUSTRIA","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","0"
"122a6202GG...","AUSTRIA","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","9297000000"
"122a6305GG...","AUSTRIA","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"122a6205GG...","AUSTRIA","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","27339000000"
"122a6203GG...","AUSTRIA","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1852000000"
"122a6303GG...","AUSTRIA","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","109105000000"
"122a6208GG...","AUSTRIA","1999","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","1107000000"
"122a6308GG...","AUSTRIA","1999","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","2527000000"
"122a6M2.GG...","AUSTRIA","1999","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-70922000000"
"122a623.GG...","AUSTRIA","1999","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"122a6304GG...","AUSTRIA","1999","LOANS","NATL CURRENCY","29402000000"
"122a6204GG...","AUSTRIA","1999","LOANS","NATL CURRENCY","32439000000"
"122a63..GG...","AUSTRIA","1999","LIABILITIES","NATL CURRENCY","141034000000"
"122a6306GG...","AUSTRIA","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6206GG...","AUSTRIA","1999","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"122a6207GG...","AUSTRIA","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a6307GG...","AUSTRIA","1999","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"122a62..GG...","AUSTRIA","1999","FINANCIAL ASSETS","NATL CURRENCY","70112000000"
"122a6302GG...","AUSTRIA","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","0"
"122a6202GG...","AUSTRIA","1999","CURRENCY AND DEPOSITS","NATL CURRENCY","7375000000"
"124a6205GG...","BELGIUM","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","33152000000"
"124a6305GG...","BELGIUM","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6303GG...","BELGIUM","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","275379000000"
"124a6203GG...","BELGIUM","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","3976000000"
"124a6208GG...","BELGIUM","2008","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","15734000000"
"124a6308GG...","BELGIUM","2008","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","11432000000"
"124a6M2.GG...","BELGIUM","2008","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-254877000000"
"124a623.GG...","BELGIUM","2008","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2008","LOANS","NATL CURRENCY","33076000000"
"124a6204GG...","BELGIUM","2008","LOANS","NATL CURRENCY","1478000000"
"124a63..GG...","BELGIUM","2008","LIABILITIES","NATL CURRENCY","321482000000"
"124a6306GG...","BELGIUM","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","419000000"
"124a6206GG...","BELGIUM","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2008","GROSS DEBT AT FACE VALUE","NATL CURRENCY","309631000000"
"124a6307GG...","BELGIUM","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2008","FINANCIAL ASSETS","NATL CURRENCY","66605000000"
"124a6202GG...","BELGIUM","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","12265000000"
"124a6302GG...","BELGIUM","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","1176000000"
"124a6305GG...","BELGIUM","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","25265000000"
"124a6203GG...","BELGIUM","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","456000000"
"124a6303GG...","BELGIUM","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","249420000000"
"124a6208GG...","BELGIUM","2007","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","15714000000"
"124a6308GG...","BELGIUM","2007","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","12294000000"
"124a6M2.GG...","BELGIUM","2007","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-245721000000"
"124a623.GG...","BELGIUM","2007","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2007","LOANS","NATL CURRENCY","31612000000"
"124a6204GG...","BELGIUM","2007","LOANS","NATL CURRENCY","1523000000"
"124a63..GG...","BELGIUM","2007","LIABILITIES","NATL CURRENCY","294974000000"
"124a6306GG...","BELGIUM","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","532000000"
"124a6206GG...","BELGIUM","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2007","GROSS DEBT AT FACE VALUE","NATL CURRENCY","282149000000"
"124a6307GG...","BELGIUM","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2007","FINANCIAL ASSETS","NATL CURRENCY","49253000000"
"124a6202GG...","BELGIUM","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","6295000000"
"124a6302GG...","BELGIUM","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","1116000000"
"124a6305GG...","BELGIUM","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","22985000000"
"124a6203GG...","BELGIUM","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","444000000"
"124a6303GG...","BELGIUM","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","247144000000"
"124a6208GG...","BELGIUM","2006","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","15666000000"
"124a6308GG...","BELGIUM","2006","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","10959000000"
"124a6M2.GG...","BELGIUM","2006","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-246097000000"
"124a623.GG...","BELGIUM","2006","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2006","LOANS","NATL CURRENCY","32273000000"
"124a6204GG...","BELGIUM","2006","LOANS","NATL CURRENCY","1480000000"
"124a63..GG...","BELGIUM","2006","LIABILITIES","NATL CURRENCY","291897000000"
"124a6306GG...","BELGIUM","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","512000000"
"124a6206GG...","BELGIUM","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2006","GROSS DEBT AT FACE VALUE","NATL CURRENCY","280425000000"
"124a6307GG...","BELGIUM","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2006","FINANCIAL ASSETS","NATL CURRENCY","45800000000"
"124a6202GG...","BELGIUM","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","5225000000"
"124a6302GG...","BELGIUM","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","1009000000"
"124a6305GG...","BELGIUM","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","20694000000"
"124a6203GG...","BELGIUM","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","473000000"
"124a6303GG...","BELGIUM","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","246112000000"
"124a6208GG...","BELGIUM","2005","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13973000000"
"124a6308GG...","BELGIUM","2005","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","11160000000"
"124a6M2.GG...","BELGIUM","2005","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-248680000000"
"124a623.GG...","BELGIUM","2005","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2005","LOANS","NATL CURRENCY","32056000000"
"124a6204GG...","BELGIUM","2005","LOANS","NATL CURRENCY","1449000000"
"124a63..GG...","BELGIUM","2005","LIABILITIES","NATL CURRENCY","290704000000"
"124a6306GG...","BELGIUM","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","482000000"
"124a6206GG...","BELGIUM","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2005","GROSS DEBT AT FACE VALUE","NATL CURRENCY","279062000000"
"124a6307GG...","BELGIUM","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2005","FINANCIAL ASSETS","NATL CURRENCY","42024000000"
"124a6202GG...","BELGIUM","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","5435000000"
"124a6302GG...","BELGIUM","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","894000000"
"124a6305GG...","BELGIUM","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","19988000000"
"124a6203GG...","BELGIUM","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","933000000"
"124a6303GG...","BELGIUM","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","243125000000"
"124a6208GG...","BELGIUM","2004","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","14266000000"
"124a6308GG...","BELGIUM","2004","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","11523000000"
"124a6M2.GG...","BELGIUM","2004","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-243784000000"
"124a623.GG...","BELGIUM","2004","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2004","LOANS","NATL CURRENCY","29974000000"
"124a6204GG...","BELGIUM","2004","LOANS","NATL CURRENCY","1695000000"
"124a63..GG...","BELGIUM","2004","LIABILITIES","NATL CURRENCY","285835000000"
"124a6306GG...","BELGIUM","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","429000000"
"124a6206GG...","BELGIUM","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2004","GROSS DEBT AT FACE VALUE","NATL CURRENCY","273884000000"
"124a6307GG...","BELGIUM","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2004","FINANCIAL ASSETS","NATL CURRENCY","42051000000"
"124a6202GG...","BELGIUM","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","5169000000"
"124a6302GG...","BELGIUM","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","784000000"
"124a6305GG...","BELGIUM","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","15305000000"
"124a6203GG...","BELGIUM","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","663000000"
"124a6303GG...","BELGIUM","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","240960000000"
"124a6208GG...","BELGIUM","2003","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13585000000"
"124a6308GG...","BELGIUM","2003","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","13036000000"
"124a6M2.GG...","BELGIUM","2003","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-249091000000"
"124a623.GG...","BELGIUM","2003","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2003","LOANS","NATL CURRENCY","29989000000"
"124a6204GG...","BELGIUM","2003","LOANS","NATL CURRENCY","1669000000"
"124a63..GG...","BELGIUM","2003","LIABILITIES","NATL CURRENCY","285065000000"
"124a6306GG...","BELGIUM","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","393000000"
"124a6206GG...","BELGIUM","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2003","GROSS DEBT AT FACE VALUE","NATL CURRENCY","271637000000"
"124a6307GG...","BELGIUM","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2003","FINANCIAL ASSETS","NATL CURRENCY","35974000000"
"124a6202GG...","BELGIUM","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","4752000000"
"124a6302GG...","BELGIUM","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","687000000"
"124a6305GG...","BELGIUM","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","12701000000"
"124a6203GG...","BELGIUM","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","484000000"
"124a6303GG...","BELGIUM","2002","SECURITIES OTHER THAN SHARES","NATL CURRENCY","247652000000"
"124a6208GG...","BELGIUM","2002","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13578000000"
"124a6308GG...","BELGIUM","2002","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","12669000000"
"124a6M2.GG...","BELGIUM","2002","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-250141000000"
"124a623.GG...","BELGIUM","2002","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2002","LOANS","NATL CURRENCY","29515000000"
"124a6204GG...","BELGIUM","2002","LOANS","NATL CURRENCY","9426000000"
"124a63..GG...","BELGIUM","2002","LIABILITIES","NATL CURRENCY","290750000000"
"124a6306GG...","BELGIUM","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","365000000"
"124a6206GG...","BELGIUM","2002","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2002","GROSS DEBT AT FACE VALUE","NATL CURRENCY","277716000000"
"124a6307GG...","BELGIUM","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2002","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2002","FINANCIAL ASSETS","NATL CURRENCY","40609000000"
"124a6202GG...","BELGIUM","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","4420000000"
"124a6302GG...","BELGIUM","2002","CURRENCY AND DEPOSITS","NATL CURRENCY","549000000"
"124a6305GG...","BELGIUM","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2001","SHARES AND OTHER EQUITY","NATL CURRENCY","14723000000"
"124a6203GG...","BELGIUM","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","284000000"
"124a6303GG...","BELGIUM","2001","SECURITIES OTHER THAN SHARES","NATL CURRENCY","246755000000"
"124a6208GG...","BELGIUM","2001","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","14526000000"
"124a6308GG...","BELGIUM","2001","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","13872000000"
"124a6M2.GG...","BELGIUM","2001","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-246732000000"
"124a623.GG...","BELGIUM","2001","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2001","LOANS","NATL CURRENCY","29412000000"
"124a6204GG...","BELGIUM","2001","LOANS","NATL CURRENCY","9460000000"
"124a63..GG...","BELGIUM","2001","LIABILITIES","NATL CURRENCY","290621000000"
"124a6306GG...","BELGIUM","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","102000000"
"124a6206GG...","BELGIUM","2001","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2001","GROSS DEBT AT FACE VALUE","NATL CURRENCY","276647000000"
"124a6307GG...","BELGIUM","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2001","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2001","FINANCIAL ASSETS","NATL CURRENCY","43889000000"
"124a6202GG...","BELGIUM","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","4896000000"
"124a6302GG...","BELGIUM","2001","CURRENCY AND DEPOSITS","NATL CURRENCY","480000000"
"124a6305GG...","BELGIUM","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","2000","SHARES AND OTHER EQUITY","NATL CURRENCY","14844000000"
"124a6203GG...","BELGIUM","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","195000000"
"124a6303GG...","BELGIUM","2000","SECURITIES OTHER THAN SHARES","NATL CURRENCY","242064000000"
"124a6208GG...","BELGIUM","2000","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13417000000"
"124a6308GG...","BELGIUM","2000","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","14552000000"
"124a6M2.GG...","BELGIUM","2000","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-246163000000"
"124a623.GG...","BELGIUM","2000","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"124a6304GG...","BELGIUM","2000","LOANS","NATL CURRENCY","29525000000"
"124a6204GG...","BELGIUM","2000","LOANS","NATL CURRENCY","6476000000"
"124a63..GG...","BELGIUM","2000","LIABILITIES","NATL CURRENCY","286857000000"
"124a6306GG...","BELGIUM","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","119000000"
"124a6206GG...","BELGIUM","2000","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"124a6M35GG...","BELGIUM","2000","GROSS DEBT AT FACE VALUE","NATL CURRENCY","272186000000"
"124a6307GG...","BELGIUM","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a6207GG...","BELGIUM","2000","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"124a62..GG...","BELGIUM","2000","FINANCIAL ASSETS","NATL CURRENCY","40694000000"
"124a6202GG...","BELGIUM","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","5762000000"
"124a6302GG...","BELGIUM","2000","CURRENCY AND DEPOSITS","NATL CURRENCY","597000000"
"124a6305GG...","BELGIUM","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"124a6205GG...","BELGIUM","1999","SHARES AND OTHER EQUITY","NATL CURRENCY","13973000000"
"124a6203GG...","BELGIUM","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","116000000"
"124a6303GG...","BELGIUM","1999","SECURITIES OTHER THAN SHARES","NATL CURRENCY","239696000000"
"124a6208GG...","BELGIUM","1999","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","13524000000"
"124a6308GG...","BELGIUM","1999","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","13915000000"
