"OID","Country or Area","Year","Description","Magnitude","Value"
"964a6308GG...","POLAND","2008","OTHER ACCOUNTS PAYABLE","ZLOTYS","83978800000"
"964a6M2.GG...","POLAND","2008","NET FINANCIAL WORTH [62-63]","ZLOTYS","-258091000000"
"964a623.GG...","POLAND","2008","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2008","LOANS","ZLOTYS","67734200000"
"964a6204GG...","POLAND","2008","LOANS","ZLOTYS","9524700000"
"964a63..GG...","POLAND","2008","LIABILITIES","ZLOTYS","687319000000"
"964a6306GG...","POLAND","2008","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2008","INSURANCE TECHNICAL RESERVES","ZLOTYS","579000000"
"964a6M35GG...","POLAND","2008","GROSS DEBT AT FACE VALUE","ZLOTYS","600802000000"
"964a6307GG...","POLAND","2008","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2008","FINANCIAL DERIVATIVES","ZLOTYS","22700000"
"964a62..GG...","POLAND","2008","FINANCIAL ASSETS","ZLOTYS","429228000000"
"964a6202GG...","POLAND","2008","CURRENCY AND DEPOSITS","ZLOTYS","80224500000"
"964a6302GG...","POLAND","2008","CURRENCY AND DEPOSITS","ZLOTYS","0"
"964a6305GG...","POLAND","2007","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2007","SHARES AND OTHER EQUITY","ZLOTYS","243740000000"
"964a6203GG...","POLAND","2007","SECURITIES OTHER THAN SHARES","ZLOTYS","890200000"
"964a6303GG...","POLAND","2007","SECURITIES OTHER THAN SHARES","ZLOTYS","471282000000"
"964a6208GG...","POLAND","2007","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","80207000000"
"964a6308GG...","POLAND","2007","OTHER ACCOUNTS PAYABLE","ZLOTYS","77138000000"
"964a6M2.GG...","POLAND","2007","NET FINANCIAL WORTH [62-63]","ZLOTYS","-199806000000"
"964a623.GG...","POLAND","2007","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2007","LOANS","ZLOTYS","60520800000"
"964a6204GG...","POLAND","2007","LOANS","ZLOTYS","9514400000"
"964a63..GG...","POLAND","2007","LIABILITIES","ZLOTYS","608941000000"
"964a6306GG...","POLAND","2007","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2007","INSURANCE TECHNICAL RESERVES","ZLOTYS","408000000"
"964a6M35GG...","POLAND","2007","GROSS DEBT AT FACE VALUE","ZLOTYS","529342000000"
"964a6307GG...","POLAND","2007","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2007","FINANCIAL DERIVATIVES","ZLOTYS","57700000"
"964a62..GG...","POLAND","2007","FINANCIAL ASSETS","ZLOTYS","409134000000"
"964a6202GG...","POLAND","2007","CURRENCY AND DEPOSITS","ZLOTYS","74317400000"
"964a6302GG...","POLAND","2007","CURRENCY AND DEPOSITS","ZLOTYS","0"
"964a6305GG...","POLAND","2006","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2006","SHARES AND OTHER EQUITY","ZLOTYS","210920000000"
"964a6203GG...","POLAND","2006","SECURITIES OTHER THAN SHARES","ZLOTYS","1105400000"
"964a6303GG...","POLAND","2006","SECURITIES OTHER THAN SHARES","ZLOTYS","444692000000"
"964a6208GG...","POLAND","2006","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","75284400000"
"964a6308GG...","POLAND","2006","OTHER ACCOUNTS PAYABLE","ZLOTYS","70205000000"
"964a6M2.GG...","POLAND","2006","NET FINANCIAL WORTH [62-63]","ZLOTYS","-237283000000"
"964a623.GG...","POLAND","2006","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2006","LOANS","ZLOTYS","69505400000"
"964a6204GG...","POLAND","2006","LOANS","ZLOTYS","8421500000"
"964a63..GG...","POLAND","2006","LIABILITIES","ZLOTYS","584407000000"
"964a6306GG...","POLAND","2006","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2006","INSURANCE TECHNICAL RESERVES","ZLOTYS","777100000"
"964a6M35GG...","POLAND","2006","GROSS DEBT AT FACE VALUE","ZLOTYS","506036000000"
"964a6307GG...","POLAND","2006","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2006","FINANCIAL DERIVATIVES","ZLOTYS","81700000"
"964a62..GG...","POLAND","2006","FINANCIAL ASSETS","ZLOTYS","347124000000"
"964a6202GG...","POLAND","2006","CURRENCY AND DEPOSITS","ZLOTYS","50533100000"
"964a6302GG...","POLAND","2006","CURRENCY AND DEPOSITS","ZLOTYS","4200000"
"964a6305GG...","POLAND","2005","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2005","SHARES AND OTHER EQUITY","ZLOTYS","179947000000"
"964a6203GG...","POLAND","2005","SECURITIES OTHER THAN SHARES","ZLOTYS","1904400000"
"964a6303GG...","POLAND","2005","SECURITIES OTHER THAN SHARES","ZLOTYS","395007000000"
"964a6208GG...","POLAND","2005","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","68069500000"
"964a6308GG...","POLAND","2005","OTHER ACCOUNTS PAYABLE","ZLOTYS","68066000000"
"964a6M2.GG...","POLAND","2005","NET FINANCIAL WORTH [62-63]","ZLOTYS","-231107000000"
"964a623.GG...","POLAND","2005","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2005","LOANS","ZLOTYS","75026300000"
"964a6204GG...","POLAND","2005","LOANS","ZLOTYS","8778800000"
"964a63..GG...","POLAND","2005","LIABILITIES","ZLOTYS","538105000000"
"964a6306GG...","POLAND","2005","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2005","INSURANCE TECHNICAL RESERVES","ZLOTYS","651800000"
"964a6M35GG...","POLAND","2005","GROSS DEBT AT FACE VALUE","ZLOTYS","463018000000"
"964a6307GG...","POLAND","2005","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2005","FINANCIAL DERIVATIVES","ZLOTYS","75700000"
"964a62..GG...","POLAND","2005","FINANCIAL ASSETS","ZLOTYS","306999000000"
"964a6202GG...","POLAND","2005","CURRENCY AND DEPOSITS","ZLOTYS","47571600000"
"964a6302GG...","POLAND","2005","CURRENCY AND DEPOSITS","ZLOTYS","6000000"
"964a6305GG...","POLAND","2004","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2004","SHARES AND OTHER EQUITY","ZLOTYS","157563000000"
"964a6203GG...","POLAND","2004","SECURITIES OTHER THAN SHARES","ZLOTYS","2049000000"
"964a6303GG...","POLAND","2004","SECURITIES OTHER THAN SHARES","ZLOTYS","326304000000"
"964a6208GG...","POLAND","2004","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","108101000000"
"964a6308GG...","POLAND","2004","OTHER ACCOUNTS PAYABLE","ZLOTYS","79629000000"
"964a6M2.GG...","POLAND","2004","NET FINANCIAL WORTH [62-63]","ZLOTYS","-192216000000"
"964a623.GG...","POLAND","2004","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2004","LOANS","ZLOTYS","99076000000"
"964a6204GG...","POLAND","2004","LOANS","ZLOTYS","8273000000"
"964a63..GG...","POLAND","2004","LIABILITIES","ZLOTYS","505050000000"
"964a6306GG...","POLAND","2004","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2004","INSURANCE TECHNICAL RESERVES","ZLOTYS","571000000"
"964a6M35GG...","POLAND","2004","GROSS DEBT AT FACE VALUE","ZLOTYS","422385000000"
"964a6307GG...","POLAND","2004","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2004","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","2004","FINANCIAL ASSETS","ZLOTYS","312834000000"
"964a6202GG...","POLAND","2004","CURRENCY AND DEPOSITS","ZLOTYS","36277000000"
"964a6302GG...","POLAND","2004","CURRENCY AND DEPOSITS","ZLOTYS","41000000"
"964a6305GG...","POLAND","2003","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2003","SHARES AND OTHER EQUITY","ZLOTYS","138091000000"
"964a6203GG...","POLAND","2003","SECURITIES OTHER THAN SHARES","ZLOTYS","1932000000"
"964a6303GG...","POLAND","2003","SECURITIES OTHER THAN SHARES","ZLOTYS","274330000000"
"964a6208GG...","POLAND","2003","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","99369000000"
"964a6308GG...","POLAND","2003","OTHER ACCOUNTS PAYABLE","ZLOTYS","74449000000"
"964a6M2.GG...","POLAND","2003","NET FINANCIAL WORTH [62-63]","ZLOTYS","-191254000000"
"964a623.GG...","POLAND","2003","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2003","LOANS","ZLOTYS","117796000000"
"964a6204GG...","POLAND","2003","LOANS","ZLOTYS","7421000000"
"964a63..GG...","POLAND","2003","LIABILITIES","ZLOTYS","466624000000"
"964a6306GG...","POLAND","2003","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2003","INSURANCE TECHNICAL RESERVES","ZLOTYS","507000000"
"964a6M35GG...","POLAND","2003","GROSS DEBT AT FACE VALUE","ZLOTYS","396731000000"
"964a6307GG...","POLAND","2003","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2003","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","2003","FINANCIAL ASSETS","ZLOTYS","275370000000"
"964a6202GG...","POLAND","2003","CURRENCY AND DEPOSITS","ZLOTYS","28050000000"
"964a6302GG...","POLAND","2003","CURRENCY AND DEPOSITS","ZLOTYS","49000000"
"964a6305GG...","POLAND","2002","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2002","SHARES AND OTHER EQUITY","ZLOTYS","126100000000"
"964a6203GG...","POLAND","2002","SECURITIES OTHER THAN SHARES","ZLOTYS","1904000000"
"964a6303GG...","POLAND","2002","SECURITIES OTHER THAN SHARES","ZLOTYS","221874000000"
"964a6208GG...","POLAND","2002","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","103606000000"
"964a6308GG...","POLAND","2002","OTHER ACCOUNTS PAYABLE","ZLOTYS","108453000000"
"964a6M2.GG...","POLAND","2002","NET FINANCIAL WORTH [62-63]","ZLOTYS","-178538000000"
"964a623.GG...","POLAND","2002","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2002","LOANS","ZLOTYS","114679000000"
"964a6204GG...","POLAND","2002","LOANS","ZLOTYS","9374000000"
"964a63..GG...","POLAND","2002","LIABILITIES","ZLOTYS","445039000000"
"964a6306GG...","POLAND","2002","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2002","INSURANCE TECHNICAL RESERVES","ZLOTYS","448000000"
"964a6M35GG...","POLAND","2002","GROSS DEBT AT FACE VALUE","ZLOTYS","340896000000"
"964a6307GG...","POLAND","2002","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2002","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","2002","FINANCIAL ASSETS","ZLOTYS","266501000000"
"964a6202GG...","POLAND","2002","CURRENCY AND DEPOSITS","ZLOTYS","25069000000"
"964a6302GG...","POLAND","2002","CURRENCY AND DEPOSITS","ZLOTYS","33000000"
"964a6305GG...","POLAND","2001","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2001","SHARES AND OTHER EQUITY","ZLOTYS","103900000000"
"964a6203GG...","POLAND","2001","SECURITIES OTHER THAN SHARES","ZLOTYS","1758000000"
"964a6303GG...","POLAND","2001","SECURITIES OTHER THAN SHARES","ZLOTYS","177963000000"
"964a6208GG...","POLAND","2001","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","61502000000"
"964a6308GG...","POLAND","2001","OTHER ACCOUNTS PAYABLE","ZLOTYS","52100000000"
"964a6M2.GG...","POLAND","2001","NET FINANCIAL WORTH [62-63]","ZLOTYS","-144375000000"
"964a623.GG...","POLAND","2001","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2001","LOANS","ZLOTYS","111277000000"
"964a6204GG...","POLAND","2001","LOANS","ZLOTYS","9127000000"
"964a63..GG...","POLAND","2001","LIABILITIES","ZLOTYS","341340000000"
"964a6306GG...","POLAND","2001","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2001","INSURANCE TECHNICAL RESERVES","ZLOTYS","376000000"
"964a6M35GG...","POLAND","2001","GROSS DEBT AT FACE VALUE","ZLOTYS","292818000000"
"964a6307GG...","POLAND","2001","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2001","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","2001","FINANCIAL ASSETS","ZLOTYS","196965000000"
"964a6202GG...","POLAND","2001","CURRENCY AND DEPOSITS","ZLOTYS","20302000000"
"964a6302GG...","POLAND","2001","CURRENCY AND DEPOSITS","ZLOTYS","0"
"964a6305GG...","POLAND","2000","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","2000","SHARES AND OTHER EQUITY","ZLOTYS","122516000000"
"964a6203GG...","POLAND","2000","SECURITIES OTHER THAN SHARES","ZLOTYS","3675000000"
"964a6303GG...","POLAND","2000","SECURITIES OTHER THAN SHARES","ZLOTYS","134866000000"
"964a6208GG...","POLAND","2000","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","66954000000"
"964a6308GG...","POLAND","2000","OTHER ACCOUNTS PAYABLE","ZLOTYS","67751000000"
"964a6M2.GG...","POLAND","2000","NET FINANCIAL WORTH [62-63]","ZLOTYS","-115266000000"
"964a623.GG...","POLAND","2000","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","2000","LOANS","ZLOTYS","134983000000"
"964a6204GG...","POLAND","2000","LOANS","ZLOTYS","7478000000"
"964a63..GG...","POLAND","2000","LIABILITIES","ZLOTYS","337600000000"
"964a6306GG...","POLAND","2000","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","2000","INSURANCE TECHNICAL RESERVES","ZLOTYS","309000000"
"964a6M35GG...","POLAND","2000","GROSS DEBT AT FACE VALUE","ZLOTYS","273832000000"
"964a6307GG...","POLAND","2000","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6207GG...","POLAND","2000","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","2000","FINANCIAL ASSETS","ZLOTYS","222334000000"
"964a6202GG...","POLAND","2000","CURRENCY AND DEPOSITS","ZLOTYS","21402000000"
"964a6302GG...","POLAND","2000","CURRENCY AND DEPOSITS","ZLOTYS","0"
"964a6305GG...","POLAND","1999","SHARES AND OTHER EQUITY","ZLOTYS","0"
"964a6205GG...","POLAND","1999","SHARES AND OTHER EQUITY","ZLOTYS","126073000000"
"964a6203GG...","POLAND","1999","SECURITIES OTHER THAN SHARES","ZLOTYS","2634000000"
"964a6303GG...","POLAND","1999","SECURITIES OTHER THAN SHARES","ZLOTYS","138130000000"
"964a6208GG...","POLAND","1999","OTHER ACCOUNTS RECEIVABLE","ZLOTYS","68390000000"
"964a6308GG...","POLAND","1999","OTHER ACCOUNTS PAYABLE","ZLOTYS","62327000000"
"964a6M2.GG...","POLAND","1999","NET FINANCIAL WORTH [62-63]","ZLOTYS","-89268000000"
"964a623.GG...","POLAND","1999","MONETARY GOLD AND SDRS","ZLOTYS","0"
"964a6304GG...","POLAND","1999","LOANS","ZLOTYS","109960000000"
"964a6204GG...","POLAND","1999","LOANS","ZLOTYS","3632000000"
"964a63..GG...","POLAND","1999","LIABILITIES","ZLOTYS","310417000000"
"964a6306GG...","POLAND","1999","INSURANCE TECHNICAL RESERVES","ZLOTYS","0"
"964a6206GG...","POLAND","1999","INSURANCE TECHNICAL RESERVES","ZLOTYS","123000000"
"964a6207GG...","POLAND","1999","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a6307GG...","POLAND","1999","FINANCIAL DERIVATIVES","ZLOTYS","0"
"964a62..GG...","POLAND","1999","FINANCIAL ASSETS","ZLOTYS","221149000000"
"964a6202GG...","POLAND","1999","CURRENCY AND DEPOSITS","ZLOTYS","20297000000"
"964a6302GG...","POLAND","1999","CURRENCY AND DEPOSITS","ZLOTYS","0"
"182a6205GG...","PORTUGAL","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","26978700000"
"182a6305GG...","PORTUGAL","2008","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6303GG...","PORTUGAL","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","94365500000"
"182a6203GG...","PORTUGAL","2008","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1544730000"
"182a6208GG...","PORTUGAL","2008","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","6845480000"
"182a6308GG...","PORTUGAL","2008","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4491850000"
"182a6M2.GG...","PORTUGAL","2008","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-79929100000"
"182a623.GG...","PORTUGAL","2008","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2008","LOANS","NATL CURRENCY","2972510000"
"182a6304GG...","PORTUGAL","2008","LOANS","NATL CURRENCY","7140540000"
"182a63..GG...","PORTUGAL","2008","LIABILITIES","NATL CURRENCY","125481000000"
"182a6306GG...","PORTUGAL","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6206GG...","PORTUGAL","2008","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","20690000"
"182a6M35GG...","PORTUGAL","2008","GROSS DEBT AT FACE VALUE","NATL CURRENCY","110377000000"
"182a6307GG...","PORTUGAL","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","1680000"
"182a6207GG...","PORTUGAL","2008","FINANCIAL DERIVATIVES","NATL CURRENCY","-69150000"
"182a62..GG...","PORTUGAL","2008","FINANCIAL ASSETS","NATL CURRENCY","45551600000"
"182a6202GG...","PORTUGAL","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","7258670000"
"182a6302GG...","PORTUGAL","2008","CURRENCY AND DEPOSITS","NATL CURRENCY","19481200000"
"182a6305GG...","PORTUGAL","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6205GG...","PORTUGAL","2007","SHARES AND OTHER EQUITY","NATL CURRENCY","25172700000"
"182a6203GG...","PORTUGAL","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","2105650000"
"182a6303GG...","PORTUGAL","2007","SECURITIES OTHER THAN SHARES","NATL CURRENCY","82278000000"
"182a6208GG...","PORTUGAL","2007","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","6829190000"
"182a6308GG...","PORTUGAL","2007","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4704250000"
"182a6M2.GG...","PORTUGAL","2007","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-71940300000"
"182a623.GG...","PORTUGAL","2007","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2007","LOANS","NATL CURRENCY","2161670000"
"182a6304GG...","PORTUGAL","2007","LOANS","NATL CURRENCY","9007920000"
"182a63..GG...","PORTUGAL","2007","LIABILITIES","NATL CURRENCY","115975000000"
"182a6306GG...","PORTUGAL","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6206GG...","PORTUGAL","2007","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","19860000"
"182a6M35GG...","PORTUGAL","2007","GROSS DEBT AT FACE VALUE","NATL CURRENCY","103702000000"
"182a6307GG...","PORTUGAL","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","-23940000"
"182a6207GG...","PORTUGAL","2007","FINANCIAL DERIVATIVES","NATL CURRENCY","-57000000"
"182a62..GG...","PORTUGAL","2007","FINANCIAL ASSETS","NATL CURRENCY","44034400000"
"182a6202GG...","PORTUGAL","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","7802360000"
"182a6302GG...","PORTUGAL","2007","CURRENCY AND DEPOSITS","NATL CURRENCY","20008400000"
"182a6305GG...","PORTUGAL","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6205GG...","PORTUGAL","2006","SHARES AND OTHER EQUITY","NATL CURRENCY","23973500000"
"182a6203GG...","PORTUGAL","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","2028270000"
"182a6303GG...","PORTUGAL","2006","SECURITIES OTHER THAN SHARES","NATL CURRENCY","82272500000"
"182a6208GG...","PORTUGAL","2006","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","6495890000"
"182a6308GG...","PORTUGAL","2006","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4251880000"
"182a6M2.GG...","PORTUGAL","2006","NET FINANCIAL WORTH [62-63]","NATL CURRENCY","-68432900000"
"182a623.GG...","PORTUGAL","2006","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2006","LOANS","NATL CURRENCY","4502380000"
"182a6304GG...","PORTUGAL","2006","LOANS","NATL CURRENCY","8037000000"
"182a63..GG...","PORTUGAL","2006","LIABILITIES","NATL CURRENCY","113640000000"
"182a6306GG...","PORTUGAL","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6206GG...","PORTUGAL","2006","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","19040000"
"182a6M35GG...","PORTUGAL","2006","GROSS DEBT AT FACE VALUE","NATL CURRENCY","100522000000"
"182a6307GG...","PORTUGAL","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"182a6207GG...","PORTUGAL","2006","FINANCIAL DERIVATIVES","NATL CURRENCY","-58900000"
"182a62..GG...","PORTUGAL","2006","FINANCIAL ASSETS","NATL CURRENCY","45206700000"
"182a6202GG...","PORTUGAL","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","8246520000"
"182a6302GG...","PORTUGAL","2006","CURRENCY AND DEPOSITS","NATL CURRENCY","19078200000"
"182a6305GG...","PORTUGAL","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6205GG...","PORTUGAL","2005","SHARES AND OTHER EQUITY","NATL CURRENCY","23184200000"
"182a6203GG...","PORTUGAL","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1848510000"
"182a6303GG...","PORTUGAL","2005","SECURITIES OTHER THAN SHARES","NATL CURRENCY","80875300000"
"182a6208GG...","PORTUGAL","2005","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","6616500000"
"182a6308GG...","PORTUGAL","2005","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","4599480000"
"182a623.GG...","PORTUGAL","2005","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2005","LOANS","NATL CURRENCY","4532570000"
"182a6304GG...","PORTUGAL","2005","LOANS","NATL CURRENCY","7861450000"
"182a63..GG...","PORTUGAL","2005","LIABILITIES","NATL CURRENCY","110358000000"
"182a6306GG...","PORTUGAL","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6206GG...","PORTUGAL","2005","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","17030000"
"182a6207GG...","PORTUGAL","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","-308920000"
"182a6307GG...","PORTUGAL","2005","FINANCIAL DERIVATIVES","NATL CURRENCY","-5070000"
"182a62..GG...","PORTUGAL","2005","FINANCIAL ASSETS","NATL CURRENCY","43266800000"
"182a6202GG...","PORTUGAL","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","7376880000"
"182a6302GG...","PORTUGAL","2005","CURRENCY AND DEPOSITS","NATL CURRENCY","17027100000"
"182a6305GG...","PORTUGAL","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6205GG...","PORTUGAL","2004","SHARES AND OTHER EQUITY","NATL CURRENCY","21768300000"
"182a6203GG...","PORTUGAL","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1838470000"
"182a6303GG...","PORTUGAL","2004","SECURITIES OTHER THAN SHARES","NATL CURRENCY","70674800000"
"182a6208GG...","PORTUGAL","2004","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","7197400000"
"182a6308GG...","PORTUGAL","2004","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","6419820000"
"182a623.GG...","PORTUGAL","2004","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2004","LOANS","NATL CURRENCY","3889400000"
"182a6304GG...","PORTUGAL","2004","LOANS","NATL CURRENCY","7991240000"
"182a63..GG...","PORTUGAL","2004","LIABILITIES","NATL CURRENCY","101689000000"
"182a6206GG...","PORTUGAL","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","14650000"
"182a6306GG...","PORTUGAL","2004","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6307GG...","PORTUGAL","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","0"
"182a6207GG...","PORTUGAL","2004","FINANCIAL DERIVATIVES","NATL CURRENCY","-262270000"
"182a62..GG...","PORTUGAL","2004","FINANCIAL ASSETS","NATL CURRENCY","40941300000"
"182a6202GG...","PORTUGAL","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","6495320000"
"182a6302GG...","PORTUGAL","2004","CURRENCY AND DEPOSITS","NATL CURRENCY","16603400000"
"182a6305GG...","PORTUGAL","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
"182a6205GG...","PORTUGAL","2003","SHARES AND OTHER EQUITY","NATL CURRENCY","23783800000"
"182a6203GG...","PORTUGAL","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","1943840000"
"182a6303GG...","PORTUGAL","2003","SECURITIES OTHER THAN SHARES","NATL CURRENCY","65461500000"
"182a6208GG...","PORTUGAL","2003","OTHER ACCOUNTS RECEIVABLE","NATL CURRENCY","6047750000"
"182a6308GG...","PORTUGAL","2003","OTHER ACCOUNTS PAYABLE","NATL CURRENCY","5808250000"
"182a623.GG...","PORTUGAL","2003","MONETARY GOLD AND SDRS","NATL CURRENCY","0"
"182a6204GG...","PORTUGAL","2003","LOANS","NATL CURRENCY","3985330000"
"182a6304GG...","PORTUGAL","2003","LOANS","NATL CURRENCY","6262790000"
"182a63..GG...","PORTUGAL","2003","LIABILITIES","NATL CURRENCY","94279000000"
"182a6206GG...","PORTUGAL","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","13150000"
"182a6306GG...","PORTUGAL","2003","INSURANCE TECHNICAL RESERVES","NATL CURRENCY","0"
"182a6307GG...","PORTUGAL","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","260000"
"182a6207GG...","PORTUGAL","2003","FINANCIAL DERIVATIVES","NATL CURRENCY","234200000"
"182a62..GG...","PORTUGAL","2003","FINANCIAL ASSETS","NATL CURRENCY","42672200000"
"182a6202GG...","PORTUGAL","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","6664160000"
"182a6302GG...","PORTUGAL","2003","CURRENCY AND DEPOSITS","NATL CURRENCY","16746200000"
"182a6305GG...","PORTUGAL","2002","SHARES AND OTHER EQUITY","NATL CURRENCY","0"
